name ml_label sml pa_h
aegis_21044 1 1 23.0726
aegis_21060 4 0 69.1243
aegis_21062 2 1 -16.8904
aegis_21063 1 1 10.1047
aegis_21065 3 0 -46.3774
aegis_21066 1 1 -70.9833
aegis_21068 1 0 -64.1818
aegis_2107 3 1 1.3794
aegis_21070 1 0 -34.0483
aegis_21078 2 0 34.8257
aegis_2108 2 1 75.0692
aegis_21081 1 1 -73.4499
aegis_21082 -1 0 -49.2631
aegis_21087 1 1 -43.48
aegis_2109 2 0 27.5463
aegis_21091 1 1 -57.1569
aegis_21093 1 0 -59.3057
aegis_21095 2 0 1.927
aegis_21097 1 1 44.613
aegis_21101 2 0 -9.0557
aegis_21112 3 1 -73.366
aegis_21118 1 1 -42.8613
aegis_21119 -1 0 -5.7685
aegis_21120 3 0 -5.8555
aegis_21123 1 0 22.3458
aegis_21124 3 0 5.4043
aegis_21126 1 0 -42.0003
aegis_21137 4 0 36.9821
aegis_21138 3 0 -16.9966
aegis_2115 1 1 65.7248
aegis_21151 1 1 -59.3655
aegis_21154 2 1 45.4159
aegis_21155 4 0 57.8836
aegis_21156 1 0 -4.3501
aegis_2116 1 0 19.1647
aegis_21161 1 1 29.8659
aegis_21163 1 0 7.6475
aegis_2117 1 1 56.2948
aegis_21183 4 0 8.4726
aegis_21184 3 0 72.2598
aegis_21185 3 0 -5.7219
aegis_21189 3 1 84.228
aegis_21191 4 1 49.9959
aegis_21196 3 1 -60.0476
aegis_21197 2 0 30.8566
aegis_21199 1 0 -68.2462
aegis_21211 -1 0 84.4154
aegis_21213 1 1 -78.4963
aegis_21218 1 1 -82.8906
aegis_21221 2 0 27.5726
aegis_21225 4 1 -14.729
aegis_2124 4 0 -62.4943
aegis_21241 4 0 84.5372
aegis_21244 1 0 84.7183
aegis_21248 3 1 -34.1393
aegis_21250 4 1 -67.6222
aegis_21251 1 1 -31.9433
aegis_21254 1 0 -22.4037
aegis_21255 2 0 22.1273
aegis_21256 2 1 26.8832
aegis_2126 1 1 5.9377
aegis_2127 2 1 -3.1109
aegis_21277 3 1 -83.7085
aegis_2128 2 1 48.6824
aegis_21288 2 0 10.834
aegis_21295 3 1 85.8303
aegis_21297 1 1 -71.2143
aegis_21300 4 0 30.6373
aegis_21304 1 0 -36.5511
aegis_21305 2 0 74.0496
aegis_21310 4 0 13.4436
aegis_21312 1 1 61.6789
aegis_21316 1 1 -28.5586
aegis_21317 1 0 -11.6943
aegis_21320 1 1 79.9821
aegis_21328 2 0 -14.2175
aegis_21331 4 0 -58.0939
aegis_21336 1 1 -23.6637
aegis_21337 2 1 65.2786
aegis_21340 1 0 -5.5905
aegis_21351 3 0 46.4461
aegis_21357 4 1 21.2194
aegis_21359 1 1 -89.3652
aegis_2137 2 1 -43.5672
aegis_21372 1 1 -42.1153
aegis_21374 1 1 69.0644
aegis_2138 2 1 -7.7433
aegis_21380 3 0 -14.4173
aegis_21392 2 1 29.0411
aegis_21396 3 1 1.9093
aegis_21403 4 1 71.3611
aegis_21404 2 0 -41.605
aegis_21405 3 1 75.2306
aegis_21407 2 0 -64.8785
aegis_21413 1 0 26.733
aegis_21418 2 1 -44.9437
aegis_21423 2 1 1.0891
aegis_21427 1 0 55.6049
aegis_21432 1 0 -77.7496
aegis_21433 3 0 57.6108
aegis_2144 1 0 -10.1906
aegis_21440 3 0 47.1357
aegis_21442 2 1 -59.2038
aegis_21443 1 1 -61.1932
aegis_21448 1 1 29.6782
aegis_21449 2 1 -43.3343
aegis_21451 4 0 -52.785
aegis_21456 2 0 -35.2066
aegis_21457 1 1 56.0793
aegis_2146 4 1 53.7568
aegis_21465 3 1 49.7438
aegis_21467 3 0 -15.485
aegis_21472 2 0 24.7026
aegis_21479 3 1 0.3415
aegis_21481 2 0 28.0899
aegis_21483 4 0 10.6077
aegis_21489 1 0 -34.7043
aegis_21498 1 1 44.7013
aegis_21502 2 0 -6.4894
aegis_2151 1 0 -30.1178
aegis_21513 3 1 -84.1236
aegis_21515 1 0 72.763
aegis_21516 3 0 -88.9374
aegis_21518 4 0 -1.0303
aegis_21519 3 0 -6.7951
aegis_21520 -1 0 57.2497
aegis_21535 2 1 -20.1357
aegis_21542 1 0 46.8665
aegis_21543 3 0 -40.7094
aegis_21546 1 0 -61.5711
aegis_21549 4 0 81.0151
aegis_21550 2 1 41.5388
aegis_21551 1 1 -62.582
aegis_21556 3 0 51.618
aegis_21559 1 1 72.3354
aegis_21561 1 1 47.8723
aegis_21568 3 0 -71.6238
aegis_21572 1 0 36.7524
aegis_21576 1 0 -11.9218
aegis_2158 2 0 83.4514
aegis_21580 4 1 -32.7791
aegis_21582 3 1 -27.8412
aegis_21584 4 0 -2.0256
aegis_21587 4 0 58.7351
aegis_21593 2 1 -22.4237
aegis_21594 1 1 -31.1462
aegis_2160 2 1 83.5222
aegis_21605 3 1 -79.7401
aegis_21607 1 0 -87.6747
aegis_2161 3 1 88.5304
aegis_21610 4 1 57.8504
aegis_2162 1 0 -66.359
aegis_21621 1 0 30.8416
aegis_21624 1 1 -59.1053
aegis_21630 1 1 2.2795
aegis_21631 2 1 -67.0927
aegis_21634 1 1 34.0333
aegis_21636 1 1 -16.1121
aegis_21642 4 0 16.224
aegis_21643 4 0 83.2563
aegis_21648 -1 0 -59.1888
aegis_21650 2 0 -67.8727
aegis_21652 2 1 18.5972
aegis_21654 1 0 80.3431
aegis_21662 1 0 63.9117
aegis_21672 4 0 15.1527
aegis_21675 1 0 -72.7509
aegis_21679 4 0 42.9191
aegis_2168 1 1 59.4896
aegis_21680 4 1 21.4547
aegis_21686 1 1 -37.1856
aegis_21689 1 0 36.4666
aegis_21705 3 1 75.0421
aegis_21706 1 0 -4.3108
aegis_21711 1 1 -0.6861
aegis_21719 4 0 65.8924
aegis_21721 4 0 70.9231
aegis_21726 1 0 58.8081
aegis_21734 3 0 70.4214
aegis_21735 3 0 21.3147
aegis_21736 2 0 -44.9274
aegis_21739 1 1 81.611
aegis_2174 4 0 -79.5822
aegis_21756 4 1 62.9108
aegis_21760 1 0 -42.3045
aegis_21762 4 0 9.6625
aegis_21771 1 0 45.7976
aegis_21773 4 0 -19.856
aegis_21781 2 0 0.6587
aegis_21783 3 1 -22.6604
aegis_21787 1 1 -7.2316
aegis_21797 2 1 18.8241
aegis_21805 3 1 -82.9962
aegis_21807 4 0 -38.9081
aegis_21816 3 1 30.1284
aegis_21819 2 1 -84.0805
aegis_21822 4 1 57.2539
aegis_21823 2 1 56.6142
aegis_21825 1 0 19.9536
aegis_21837 1 1 -63.1598
aegis_21847 1 1 -35.2131
aegis_21853 2 1 -3.8488
aegis_21866 3 1 -42.6064
aegis_21867 1 0 27.0886
aegis_21870 1 0 46.325
aegis_21871 2 1 47.5276
aegis_21873 2 0 -30.6302
aegis_21876 1 0 -32.156
aegis_2188 3 0 56.9336
aegis_21882 2 0 -11.7133
aegis_21888 1 0 -29.7922
aegis_21889 -1 0 42.015
aegis_21905 2 1 -47.7401
aegis_21917 1 1 -79.052
aegis_21918 4 0 -82.8041
aegis_2192 1 0 -32.4206
aegis_21923 1 1 -5.9608
aegis_21930 4 0 -40.4479
aegis_21934 3 0 69.9697
aegis_21939 1 1 63.6978
aegis_21940 3 0 -20.5249
aegis_21944 4 0 -49.6111
aegis_21947 3 0 -59.5998
aegis_21955 4 1 17.8174
aegis_21958 3 1 -61.2283
aegis_21959 1 0 56.9535
aegis_21962 1 0 48.3919
aegis_21964 3 0 59.9273
aegis_21965 2 0 35.0806
aegis_21968 1 1 -85.2657
aegis_21969 2 0 79.6852
aegis_21992 1 1 89.8352
aegis_21996 1 0 30.5494
aegis_21998 1 1 77.3779
aegis_2200 2 1 19.0237
aegis_22002 1 0 -46.2716
aegis_22005 1 1 -1.4548
aegis_22016 1 0 -13.8389
aegis_2202 1 1 -35.3989
aegis_2203 1 0 -69.4734
aegis_22032 1 1 -60.3837
aegis_22046 4 1 11.6276
aegis_22049 1 1 -62.8822
aegis_22051 1 1 -16.3226
aegis_22053 4 1 12.4379
aegis_22057 1 1 -22.1074
aegis_22062 1 0 -25.5192
aegis_22065 1 1 75.8999
aegis_22068 1 1 45.7352
aegis_22075 4 0 -43.5201
aegis_2208 2 1 27.2288
aegis_22080 4 0 46.5551
aegis_22084 2 0 -38.0089
aegis_2209 1 1 80.4649
aegis_22095 1 1 -41.2207
aegis_22096 2 0 -64.2244
aegis_22097 4 0 -1.5407
aegis_22106 1 1 6.9912
aegis_22115 1 1 45.9312
aegis_22116 1 1 -24.339
aegis_22122 2 0 51.8269
aegis_22125 -1 0 59.2731
aegis_22126 4 0 22.8451
aegis_22133 4 0 63.969
aegis_22136 1 1 20.0559
aegis_22144 2 1 77.4723
aegis_22146 4 0 -67.5903
aegis_22148 2 0 -25.6681
aegis_22150 3 1 -36.0781
aegis_22152 3 1 25.8878
aegis_22158 3 0 -7.7702
aegis_22162 1 1 79.6495
aegis_22175 1 0 24.255
aegis_22176 1 0 -17.5506
aegis_22177 2 0 -43.0644
aegis_22179 1 1 67.6875
aegis_22187 1 1 78.688
aegis_22191 4 0 -13.5736
aegis_22196 3 1 61.565
aegis_2220 2 0 32.5585
aegis_22204 1 1 4.0668
aegis_22205 4 1 -59.0337
aegis_2221 4 0 -63.3316
aegis_22210 1 1 83.427
aegis_22211 4 0 58.3728
aegis_22219 1 0 31.2361
aegis_22222 2 1 55.737
aegis_22229 2 0 40.8139
aegis_2223 1 0 70.8521
aegis_22234 2 1 -32.8209
aegis_22235 3 0 67.5854
aegis_22236 1 1 -40.4078
aegis_22248 4 0 81.9831
aegis_22255 2 0 -84.8035
aegis_22258 2 0 -86.4753
aegis_22264 1 0 76.2424
aegis_22266 4 0 -67.0564
aegis_22280 1 1 -63.9745
aegis_22284 1 1 -75.4609
aegis_22287 3 1 60.2285
aegis_22289 1 1 74.7535
aegis_22290 2 1 33.1848
aegis_22296 2 1 -1.297
aegis_22298 1 1 41.3104
aegis_22299 3 0 -5.7602
aegis_22301 1 1 -11.4352
aegis_22303 1 1 62.0348
aegis_22306 4 0 12.0654
aegis_22307 1 1 2.4942
aegis_22308 1 1 9.5476
aegis_22312 4 0 50.354
aegis_22319 4 0 76.5289
aegis_22324 1 0 38.724
aegis_22335 2 1 -74.7402
aegis_22337 1 1 -59.8667
aegis_22338 1 0 63.5151
aegis_22342 4 1 13.7193
aegis_22344 2 0 39.6113
aegis_22351 2 0 22.1554
aegis_22354 4 0 -86.7556
aegis_22357 2 0 -36.3519
aegis_2236 2 0 26.1483
aegis_22360 2 1 57.6457
aegis_22361 2 0 -43.6804
aegis_22362 3 0 -73.5475
aegis_22365 4 1 25.5662
aegis_22370 3 0 -8.8688
aegis_22371 2 1 69.3206
aegis_22376 2 0 -55.4035
aegis_22380 1 1 28.1525
aegis_22390 1 0 87.076
aegis_22396 2 1 -59.8449
aegis_224 1 1 -11.2105
aegis_22400 3 1 -69.5317
aegis_22402 2 1 23.6974
aegis_22403 1 1 0.7494
aegis_22405 2 1 47.9331
aegis_22408 -1 0 -75.7433
aegis_22414 1 1 13.9736
aegis_22415 1 1 -67.4157
aegis_22417 1 1 -38.8193
aegis_22420 3 0 27.2249
aegis_22423 3 0 -72.3968
aegis_22425 1 1 15.1638
aegis_22426 4 1 -26.5884
aegis_2243 1 1 -7.2968
aegis_22432 2 1 -42.1057
aegis_2244 1 1 -71.0164
aegis_22440 4 1 57.3247
aegis_22445 3 0 53.2786
aegis_22451 1 0 -0.0543
aegis_22453 -1 0 -30.3633
aegis_22454 3 0 15.425
aegis_22457 1 0 35.2975
aegis_22458 1 1 -65.1433
aegis_22480 1 1 13.979
aegis_22481 1 0 37.182
aegis_22485 2 0 -28.6429
aegis_22489 2 1 60.5902
aegis_22494 2 1 -61.3105
aegis_22498 3 0 -76.9403
aegis_225 2 1 -40.2878
aegis_2250 3 0 32.9855
aegis_22500 3 1 -74.8191
aegis_22502 2 0 89.632
aegis_22503 1 0 34.6842
aegis_22509 1 1 -10.8605
aegis_2251 1 1 7.3206
aegis_22514 1 0 47.7787
aegis_22518 1 0 6.5299
aegis_2252 1 1 69.6586
aegis_22520 1 0 45.024
aegis_22522 1 0 14.5524
aegis_22525 1 1 -32.5122
aegis_2253 3 1 75.8202
aegis_22535 3 0 31.9438
aegis_22541 2 1 89.1754
aegis_22542 2 1 25.5516
aegis_22543 4 0 -52.3783
aegis_22548 3 1 -21.7151
aegis_22551 1 1 40.0389
aegis_22552 3 0 77.0838
aegis_22555 1 0 -71.0905
aegis_22560 2 1 -82.1417
aegis_22562 3 0 -73.7933
aegis_22563 1 0 82.4221
aegis_22571 3 0 80.1055
aegis_22573 4 0 -86.7086
aegis_22575 2 1 16.0914
aegis_22576 1 0 6.7945
aegis_22577 1 0 -75.8848
aegis_22584 3 1 -54.4986
aegis_22587 3 0 23.9604
aegis_22594 2 0 -0.0278
aegis_22600 4 0 -19.1039
aegis_22605 1 0 51.1339
aegis_22606 3 0 -61.7561
aegis_22607 1 0 -42.2694
aegis_22609 1 0 54.1456
aegis_22612 1 0 83.8281
aegis_22618 1 0 48.119
aegis_22623 1 0 52.3213
aegis_22625 4 0 -66.6361
aegis_22628 4 0 52.7699
aegis_22629 2 1 47.5815
aegis_22634 1 1 -64.0123
aegis_22635 2 1 85.4805
aegis_2264 2 0 89.1452
aegis_22647 4 1 47.5443
aegis_22649 4 0 -53.6058
aegis_22651 2 1 -38.2096
aegis_22653 1 1 -36.0595
aegis_22656 2 0 1.1946
aegis_22658 3 0 -13.7887
aegis_22662 2 0 -58.9135
aegis_22666 -1 0 37.0427
aegis_22667 2 0 -39.6691
aegis_22670 4 0 83.3124
aegis_22678 4 0 6.5046
aegis_22679 1 0 38.2479
aegis_22680 2 1 38.227
aegis_22682 2 0 89.6784
aegis_22683 4 1 48.1394
aegis_22688 2 1 -25.0087
aegis_22689 2 0 83.1912
aegis_22697 4 1 -6.3976
aegis_22699 4 0 -6.6738
aegis_2270 4 0 13.7321
aegis_22701 3 0 3.1074
aegis_22709 1 0 75.6264
aegis_22713 2 1 68.8668
aegis_22714 3 1 -79.3499
aegis_22715 1 0 -45.512
aegis_22716 4 0 -29.5379
aegis_22718 1 1 -9.8125
aegis_22719 4 1 -23.9715
aegis_22721 1 0 -10.0012
aegis_22730 3 1 -2.984
aegis_22731 3 1 20.4838
aegis_22734 1 1 10.589
aegis_22739 4 0 28.4812
aegis_22741 1 1 71.1924
aegis_22742 3 0 22.5263
aegis_22744 4 0 39.7658
aegis_22747 1 1 -66.8533
aegis_22749 1 1 67.193
aegis_22750 1 0 17.1685
aegis_22754 1 1 -76.4517
aegis_22758 1 1 41.939
aegis_22759 1 1 -26.222
aegis_22761 1 0 38.9287
aegis_22762 1 0 -86.658
aegis_22764 2 1 -44.6187
aegis_2277 2 1 18.8014
aegis_22770 3 1 -34.7152
aegis_22776 1 0 -73.845
aegis_22779 1 1 -64.8442
aegis_22782 4 1 -30.2967
aegis_22785 4 0 -68.2056
aegis_2279 1 0 83.7637
aegis_22796 -1 0 18.9875
aegis_228 1 0 -12.5043
aegis_22807 1 0 72.2045
aegis_22810 2 1 36.4733
aegis_22813 4 0 -61.524
aegis_22818 4 0 20.3838
aegis_22819 1 1 83.2975
aegis_2282 1 1 83.3996
aegis_22825 3 0 -30.0705
aegis_22826 4 0 18.5514
aegis_22828 4 0 -71.323
aegis_2283 2 1 89.1728
aegis_22831 2 1 -4.3999
aegis_22841 1 0 45.6274
aegis_22842 1 1 -47.7281
aegis_22845 3 0 -26.6359
aegis_22850 1 1 -82.4136
aegis_22852 4 0 76.7197
aegis_22869 1 0 -68.4295
aegis_22870 3 1 69.5122
aegis_22878 2 1 -6.99
aegis_22879 4 0 -63.0778
aegis_22881 1 0 -19.61
aegis_22885 1 0 -80.2956
aegis_22887 1 0 42.7299
aegis_22889 4 0 59.791
aegis_2289 4 0 -3.6358
aegis_22894 4 0 -33.3624
aegis_22896 2 1 9.047
aegis_22899 3 0 -5.7364
aegis_2290 0 1 -0.7293
aegis_22905 4 0 81.3686
aegis_22907 1 0 -79.6868
aegis_2291 2 1 -12.3986
aegis_22911 3 0 -37.7131
aegis_22915 1 1 -64.9506
aegis_2292 1 0 -65.3589
aegis_22923 2 1 14.9905
aegis_22928 2 1 -55.1322
aegis_22931 4 0 -8.3986
aegis_22935 4 1 -40.2396
aegis_22936 3 1 42.6901
aegis_22937 1 1 80.2781
aegis_22940 -1 0 75.7064
aegis_22947 2 1 3.215
aegis_22948 4 1 35.9447
aegis_2295 2 1 62.8811
aegis_22953 2 0 -13.1982
aegis_22954 2 0 0.2052
aegis_22956 4 0 20.0916
aegis_2296 1 0 79.006
aegis_22975 2 0 -22.6342
aegis_22978 2 1 72.1179
aegis_22979 2 0 70.3139
aegis_22981 2 0 -79.4698
aegis_22985 1 0 -50.0154
aegis_22994 2 1 75.1842
aegis_22996 3 0 75.0767
aegis_22998 2 1 53.6017
aegis_2300 4 0 -64.1894
aegis_23002 4 0 41.7789
aegis_23005 2 1 73.5589
aegis_23008 0 1 -5.3136
aegis_2301 3 1 -58.054
aegis_23010 2 0 59.9579
aegis_23011 2 1 66.8129
aegis_23012 2 0 8.3968
aegis_23027 4 0 -87.3127
aegis_23028 3 1 39.3522
aegis_23029 3 1 -21.763
aegis_23035 4 0 -32.6809
aegis_2304 1 0 -1.3675
aegis_23040 1 1 -21.9598
aegis_23041 1 1 -63.7913
aegis_23045 3 0 23.8971
aegis_23046 3 0 -68.7351
aegis_23047 1 0 54.2803
aegis_23055 4 1 42.2714
aegis_23058 1 0 79.1232
aegis_23059 3 0 1.5015
aegis_23061 1 1 76.5617
aegis_23068 3 1 18.4868
aegis_23070 1 1 69.9729
aegis_23089 4 0 68.5469
aegis_23092 2 1 -65.9912
aegis_23093 2 0 26.2703
aegis_23094 3 1 74.3225
aegis_23097 1 0 -73.3207
aegis_231 1 0 34.321
aegis_23106 1 1 89.2135
aegis_23107 3 0 62.8236
aegis_23113 3 1 -68.2533
aegis_23115 2 1 -78.608
aegis_2312 3 0 3.4941
aegis_23120 2 0 20.8993
aegis_23127 0 0 -60.7765
aegis_2313 1 1 38.5927
aegis_23130 1 1 -77.7984
aegis_23139 1 1 -27.719
aegis_23146 1 1 -73.2286
aegis_2315 1 0 72.9389
aegis_23156 1 0 -9.7737
aegis_2316 2 1 -59.5929
aegis_23160 1 1 -57.2113
aegis_23162 1 1 -83.7253
aegis_23175 1 0 27.0936
aegis_23176 1 0 13.4332
aegis_23181 0 0 -82.5901
aegis_23189 1 1 -8.0375
aegis_23192 4 0 67.4035
aegis_23194 0 0 69.0912
aegis_23199 4 0 89.2804
aegis_232 4 0 85.7149
aegis_2320 3 1 -70.2236
aegis_23208 3 1 67.4169
aegis_23218 4 0 -13.0412
aegis_23219 1 0 49.445
aegis_23220 2 0 -68.8167
aegis_23224 1 1 46.498
aegis_23225 4 0 78.9544
aegis_23229 1 1 23.0055
aegis_23233 3 0 86.8447
aegis_23234 4 0 -66.7111
aegis_23244 0 1 44.8487
aegis_23247 4 0 30.0306
aegis_23249 1 0 -3.7674
aegis_23250 4 0 -77.923
aegis_23258 1 0 -84.4205
aegis_23261 2 1 53.07
aegis_23263 3 0 87.4175
aegis_23269 4 0 14.8171
aegis_2327 1 0 -20.7622
aegis_23277 3 1 65.1238
aegis_2328 2 0 39.8472
aegis_23281 3 0 -15.9817
aegis_23289 4 0 64.5325
aegis_2329 1 1 48.4434
aegis_23294 1 1 -29.8655
aegis_23298 3 0 -9.3249
aegis_23300 3 1 -30.3214
aegis_23302 3 1 6.6138
aegis_23308 1 1 46.7759
aegis_23309 3 0 -4.9555
aegis_2331 1 1 -68.2421
aegis_23311 2 0 36.8163
aegis_23318 0 1 -5.3276
aegis_2332 2 1 79.2524
aegis_23320 2 1 24.8505
aegis_23324 4 1 70.5559
aegis_23326 1 0 -85.5702
aegis_23329 2 1 -68.8145
aegis_23337 2 1 52.6936
aegis_23339 1 0 -2.0753
aegis_23341 4 0 14.8777
aegis_2335 1 1 71.1992
aegis_23353 1 1 9.0573
aegis_23362 1 1 -50.5451
aegis_23366 1 0 -26.2588
aegis_23368 1 0 67.6326
aegis_23385 4 0 -53.3524
aegis_23392 3 0 50.5901
aegis_23397 4 0 -69.3453
aegis_234 1 0 41.8524
aegis_23409 2 0 18.0854
aegis_23411 4 1 -71.3719
aegis_23415 4 0 9.9313
aegis_23418 2 0 -46.1853
aegis_2342 4 0 37.0536
aegis_23426 4 0 53.4086
aegis_23429 4 0 -17.3809
aegis_23430 1 1 -65.4261
aegis_23436 1 1 85.2814
aegis_23437 1 1 58.4173
aegis_23440 1 1 5.8379
aegis_23443 4 0 31.9741
aegis_23445 3 0 85.7617
aegis_23446 1 1 64.9621
aegis_23448 4 0 -29.61
aegis_2345 1 1 88.7735
aegis_23455 4 1 88.5676
aegis_23456 2 1 -71.2833
aegis_23458 1 0 -52.3233
aegis_23459 1 0 44.4274
aegis_23477 1 0 28.2781
aegis_23484 3 1 67.5405
aegis_23486 1 1 -31.2907
aegis_23488 1 1 34.0908
aegis_2349 1 0 6.7111
aegis_23491 4 0 8.8109
aegis_2350 1 1 73.1348
aegis_23500 2 1 79.2261
aegis_23501 1 0 66.7807
aegis_23502 4 0 33.8635
aegis_23504 1 1 35.5713
aegis_23507 3 1 -22.9343
aegis_23508 1 0 5.7738
aegis_23511 2 0 -27.5816
aegis_23513 1 0 -34.4494
aegis_23515 4 0 -53.7074
aegis_23516 1 0 -44.2615
aegis_23522 3 1 -71.7037
aegis_23536 2 1 -63.1115
aegis_23540 1 1 73.291
aegis_23541 2 1 72.2256
aegis_23546 3 1 15.0935
aegis_23557 1 1 -87.0525
aegis_23564 4 0 8.1537
aegis_23574 4 0 -7.5267
aegis_23583 4 0 -15.2926
aegis_23589 -1 0 5.2092
aegis_23590 3 0 -23.9802
aegis_23604 2 1 -16.9388
aegis_23609 4 0 -83.7151
aegis_23611 -1 0 73.1794
aegis_23616 2 1 -48.3064
aegis_23617 3 1 18.3532
aegis_23623 1 0 -11.9385
aegis_23627 1 1 -75.6971
aegis_23635 2 1 -36.0918
aegis_23636 1 1 -20.4459
aegis_23638 4 0 40.6863
aegis_23639 1 0 86.9806
aegis_2364 1 1 -77.2346
aegis_23640 3 0 -1.906
aegis_23645 2 0 4.0577
aegis_23649 1 1 -78.0188
aegis_2365 1 0 78.0384
aegis_23650 4 0 10.458
aegis_23657 1 0 77.6001
aegis_23658 1 0 -99.0
aegis_23659 3 0 7.7489
aegis_23660 2 1 38.9412
aegis_23666 1 1 39.5534
aegis_23668 3 0 -44.4963
aegis_23675 2 1 -79.9791
aegis_23682 2 0 -59.0874
aegis_23686 2 1 77.4268
aegis_23697 1 0 39.4274
aegis_23704 1 1 -18.7882
aegis_23713 4 0 -55.2613
aegis_2372 1 1 -58.3307
aegis_23720 1 0 16.1784
aegis_23721 1 1 41.6669
aegis_23733 4 0 59.181
aegis_23736 2 0 -70.3807
aegis_23738 1 0 88.3894
aegis_2374 2 1 -27.6785
aegis_23746 2 0 -75.5244
aegis_23749 2 1 -70.2668
aegis_23752 4 0 -31.6595
aegis_23764 1 0 -53.8903
aegis_23768 1 0 -34.349
aegis_2377 3 0 0.7876
aegis_23770 1 0 29.198
aegis_23776 4 1 42.0995
aegis_23781 4 0 -68.7812
aegis_23787 -1 0 -51.2859
aegis_23789 1 1 64.7249
aegis_23794 4 0 -28.6724
aegis_23796 2 1 -6.2618
aegis_23797 1 0 -48.6979
aegis_23799 1 1 57.6925
aegis_23801 3 1 85.9756
aegis_23803 3 1 -86.8076
aegis_23806 3 1 66.7218
aegis_2381 4 0 -59.9311
aegis_23811 2 0 -80.1523
aegis_23812 4 0 87.1058
aegis_23817 2 1 81.5144
aegis_23818 4 0 -27.043
aegis_23830 4 0 70.8293
aegis_23835 1 1 -31.2288
aegis_23836 1 0 30.3425
aegis_23837 1 1 -69.5952
aegis_23846 1 1 -14.3873
aegis_23848 3 1 -14.8632
aegis_23873 3 0 3.4144
aegis_2388 0 0 -0.5538
aegis_23885 2 1 16.2393
aegis_23892 4 0 54.8693
aegis_23897 -1 0 -25.3697
aegis_23901 4 0 24.9457
aegis_23902 4 0 -68.0154
aegis_23908 2 0 18.1235
aegis_23909 4 0 13.2704
aegis_2391 1 1 -1.8702
aegis_23911 1 1 72.1385
aegis_23916 3 1 78.8451
aegis_23927 3 0 88.5713
aegis_23931 3 1 -18.275
aegis_23933 2 0 28.7814
aegis_23935 1 1 -6.226
aegis_23945 1 1 -51.7925
aegis_23951 3 0 24.7742
aegis_23952 1 1 -11.4424
aegis_23953 3 0 -16.525
aegis_23959 1 1 24.3825
aegis_23962 3 1 27.0544
aegis_23970 1 0 76.1347
aegis_23971 2 0 46.7909
aegis_23972 4 0 -27.2326
aegis_23974 4 0 -57.2001
aegis_23979 2 0 24.4099
aegis_23988 3 1 -20.0835
aegis_23992 1 0 52.7392
aegis_24002 3 1 -69.5519
aegis_24005 1 0 -37.6664
aegis_24008 2 0 -54.3379
aegis_2401 2 1 -12.3676
aegis_24017 1 1 -79.2178
aegis_24018 1 1 47.3132
aegis_24020 1 1 67.2101
aegis_24025 2 1 31.3208
aegis_24032 1 1 6.9648
aegis_24035 1 1 80.2326
aegis_24037 3 0 8.0083
aegis_24040 1 1 23.5065
aegis_24042 -1 0 -3.1967
aegis_24052 1 1 -45.2549
aegis_24053 -1 0 29.2529
aegis_24059 1 1 -70.6635
aegis_2406 2 1 -73.534
aegis_24062 2 1 -72.9346
aegis_24063 1 1 -33.7021
aegis_24064 2 0 53.8293
aegis_24072 2 1 10.0658
aegis_24075 1 0 28.0377
aegis_24077 2 0 28.8192
aegis_24078 3 0 63.9339
aegis_24079 3 0 28.2624
aegis_2409 3 1 -79.2115
aegis_24090 4 1 36.5106
aegis_24104 1 0 64.9338
aegis_24107 3 0 -15.3165
aegis_24108 1 1 25.1225
aegis_24109 1 1 27.1115
aegis_24121 1 0 -56.2793
aegis_24131 2 0 13.1847
aegis_24140 2 1 1.5176
aegis_24141 2 0 52.8865
aegis_24145 3 0 -50.9145
aegis_24152 3 1 -38.7089
aegis_24158 1 0 64.7528
aegis_2416 1 0 -40.2919
aegis_24161 1 1 70.4847
aegis_24162 1 1 5.7062
aegis_24164 1 0 45.8317
aegis_24172 3 0 0.5964
aegis_24173 1 0 -23.5175
aegis_24178 4 0 -82.0656
aegis_24179 1 0 4.0109
aegis_24180 3 1 -8.4752
aegis_24181 4 1 78.0673
aegis_24189 1 0 12.9504
aegis_24191 1 1 -0.5724
aegis_24193 2 1 39.5649
aegis_24194 1 0 54.1062
aegis_24199 2 1 -78.9614
aegis_242 1 0 13.6641
aegis_24200 3 0 74.8592
aegis_24201 3 1 49.3715
aegis_24204 3 1 67.2914
aegis_24211 1 0 67.9722
aegis_24212 2 1 82.6658
aegis_24214 4 0 9.8937
aegis_24217 3 0 -68.9383
aegis_24218 2 0 23.7286
aegis_24224 1 1 78.5001
aegis_24226 2 0 16.2262
aegis_24228 3 1 -46.1263
aegis_24238 3 0 73.4286
aegis_2424 2 0 16.1897
aegis_24249 2 1 31.4011
aegis_24251 2 1 22.3357
aegis_24253 3 1 -67.4592
aegis_24255 1 0 44.6619
aegis_24261 3 1 32.0038
aegis_24262 1 1 6.151
aegis_24263 1 0 68.4624
aegis_2427 3 1 -84.3735
aegis_24275 1 1 -22.5263
aegis_24277 3 1 -18.1966
aegis_2428 2 1 -81.6868
aegis_24280 3 1 75.3999
aegis_24288 1 0 47.574
aegis_24294 2 0 30.033
aegis_24295 2 1 82.2292
aegis_24296 3 0 -84.3913
aegis_24299 1 0 -15.2006
aegis_24300 1 1 -31.3601
aegis_24302 2 1 -50.0671
aegis_24306 1 1 15.9402
aegis_24314 4 1 41.4449
aegis_24315 -1 0 53.44
